model,corruption_type,train_fraction,test_fraction,class_name,precision,recall,fpr,fnr
resnet50,jpeg_compression,0.0,0.0,meningioma,0.8828828828828829,0.98,0.043333333333333335,0.02
resnet50,jpeg_compression,0.0,0.0,notumor,0.927400468384075,0.99,0.025833333333333333,0.01
resnet50,jpeg_compression,0.0,0.0,pituitary,0.9925373134328358,0.9975,0.0025,0.0025
resnet50,jpeg_compression,0.0,0.1,glioma,0.990625,0.7925,0.0025,0.2075
resnet50,jpeg_compression,0.0,0.1,meningioma,0.8736141906873615,0.985,0.0475,0.015
resnet50,jpeg_compression,0.0,0.1,notumor,0.927400468384075,0.99,0.025833333333333333,0.01
resnet50,jpeg_compression,0.0,0.1,pituitary,0.9925373134328358,0.9975,0.0025,0.0025
resnet50,jpeg_compression,0.0,0.25,glioma,0.9905362776025236,0.785,0.0025,0.215
resnet50,jpeg_compression,0.0,0.25,meningioma,0.862144420131291,0.985,0.0525,0.015
resnet50,jpeg_compression,0.0,0.25,notumor,0.9295774647887324,0.99,0.025,0.01
resnet50,jpeg_compression,0.0,0.25,pituitary,0.9925,0.9925,0.0025,0.0075
resnet50,jpeg_compression,0.0,0.5,glioma,0.9903225806451613,0.7675,0.0025,0.2325
resnet50,jpeg_compression,0.0,0.5,meningioma,0.8491379310344828,0.985,0.058333333333333334,0.015
resnet50,jpeg_compression,0.0,0.5,notumor,0.9252336448598131,0.99,0.02666666666666667,0.01
resnet50,jpeg_compression,0.0,0.5,pituitary,0.992462311557789,0.9875,0.0025,0.0125
resnet50,jpeg_compression,0.0,0.75,glioma,0.9901639344262295,0.755,0.0025,0.245
resnet50,jpeg_compression,0.0,0.75,meningioma,0.8361702127659575,0.9825,0.06416666666666666,0.0175
resnet50,jpeg_compression,0.0,0.75,notumor,0.9186046511627907,0.9875,0.029166666666666667,0.0125
resnet50,jpeg_compression,0.0,0.75,pituitary,0.9924050632911392,0.98,0.0025,0.02
resnet50,jpeg_compression,0.0,1.0,glioma,0.996551724137931,0.7225,0.0008333333333333334,0.2775
resnet50,jpeg_compression,0.0,1.0,meningioma,0.8198757763975155,0.99,0.0725,0.01
resnet50,jpeg_compression,0.0,1.0,notumor,0.9080459770114943,0.9875,0.03333333333333333,0.0125
resnet50,jpeg_compression,0.0,1.0,pituitary,0.9923469387755102,0.9725,0.0025,0.0275
resnet50,jpeg_compression,0.1,0.0,glioma,0.9910179640718563,0.8275,0.0025,0.1725
resnet50,jpeg_compression,0.1,0.0,meningioma,0.8868778280542986,0.98,0.041666666666666664,0.02
resnet50,jpeg_compression,0.1,0.0,notumor,0.9401913875598086,0.9825,0.020833333333333332,0.0175
resnet50,jpeg_compression,0.1,0.0,pituitary,0.9827586206896551,0.9975,0.005833333333333334,0.0025
resnet50,jpeg_compression,0.1,0.1,glioma,0.9910179640718563,0.8275,0.0025,0.1725
resnet50,jpeg_compression,0.1,0.1,meningioma,0.8888888888888888,0.98,0.04083333333333333,0.02
resnet50,jpeg_compression,0.1,0.1,notumor,0.9401913875598086,0.9825,0.020833333333333332,0.0175
resnet50,jpeg_compression,0.1,0.1,pituitary,0.9828009828009828,1.0,0.005833333333333334,0.0
resnet50,jpeg_compression,0.1,0.25,glioma,0.9880239520958084,0.825,0.0033333333333333335,0.175
resnet50,jpeg_compression,0.1,0.25,meningioma,0.8848758465011287,0.98,0.0425,0.02
resnet50,jpeg_compression,0.1,0.25,notumor,0.9424460431654677,0.9825,0.02,0.0175
resnet50,jpeg_compression,0.1,0.25,pituitary,0.9827586206896551,0.9975,0.005833333333333334,0.0025
resnet50,jpeg_compression,0.1,0.5,glioma,0.9879154078549849,0.8175,0.0033333333333333335,0.1825
resnet50,jpeg_compression,0.1,0.5,meningioma,0.8789237668161435,0.98,0.045,0.02
resnet50,jpeg_compression,0.1,0.5,notumor,0.9424460431654677,0.9825,0.02,0.0175
resnet50,jpeg_compression,0.1,0.5,pituitary,0.9827586206896551,0.9975,0.005833333333333334,0.0025
resnet50,jpeg_compression,0.1,0.75,glioma,0.9848942598187311,0.815,0.004166666666666667,0.185
resnet50,jpeg_compression,0.1,0.75,meningioma,0.8721973094170403,0.9725,0.0475,0.0275
resnet50,jpeg_compression,0.1,0.75,notumor,0.9423076923076923,0.98,0.02,0.02
resnet50,jpeg_compression,0.1,0.75,pituitary,0.9803439803439803,0.9975,0.006666666666666667,0.0025
resnet50,jpeg_compression,0.1,1.0,glioma,0.9848484848484849,0.8125,0.004166666666666667,0.1875
resnet50,jpeg_compression,0.1,1.0,meningioma,0.8721973094170403,0.9725,0.0475,0.0275
resnet50,jpeg_compression,0.1,1.0,notumor,0.9400479616306955,0.98,0.020833333333333332,0.02
resnet50,jpeg_compression,0.1,1.0,pituitary,0.9803439803439803,0.9975,0.006666666666666667,0.0025
resnet50,jpeg_compression,0.25,0.0,glioma,0.9911504424778761,0.84,0.0025,0.16
resnet50,jpeg_compression,0.25,0.0,meningioma,0.9078341013824884,0.985,0.03333333333333333,0.015
resnet50,jpeg_compression,0.25,0.0,notumor,0.9294117647058824,0.9875,0.025,0.0125
resnet50,jpeg_compression,0.25,0.0,pituitary,0.9900497512437811,0.995,0.0033333333333333335,0.005
resnet50,jpeg_compression,0.25,0.1,glioma,0.9911504424778761,0.84,0.0025,0.16
resnet50,jpeg_compression,0.25,0.1,meningioma,0.9076212471131639,0.9825,0.03333333333333333,0.0175
resnet50,jpeg_compression,0.25,0.1,notumor,0.9294117647058824,0.9875,0.025,0.0125
resnet50,jpeg_compression,0.25,0.1,pituitary,0.9900744416873449,0.9975,0.0033333333333333335,0.0025
resnet50,jpeg_compression,0.25,0.25,glioma,0.9941176470588236,0.845,0.0016666666666666668,0.155
resnet50,jpeg_compression,0.25,0.25,meningioma,0.9097222222222222,0.9825,0.0325,0.0175
resnet50,jpeg_compression,0.25,0.25,notumor,0.9339622641509434,0.99,0.023333333333333334,0.01
resnet50,jpeg_compression,0.25,0.25,pituitary,0.9900990099009901,1.0,0.0033333333333333335,0.0
resnet50,jpeg_compression,0.25,0.5,glioma,0.9941002949852508,0.8425,0.0016666666666666668,0.1575
resnet50,jpeg_compression,0.25,0.5,meningioma,0.9055299539170507,0.9825,0.034166666666666665,0.0175
resnet50,jpeg_compression,0.25,0.5,notumor,0.9361702127659575,0.99,0.0225,0.01
resnet50,jpeg_compression,0.25,0.5,pituitary,0.9900990099009901,1.0,0.0033333333333333335,0.0
resnet50,jpeg_compression,0.25,0.75,glioma,0.9940828402366864,0.84,0.0016666666666666668,0.16
resnet50,jpeg_compression,0.25,0.75,meningioma,0.9011494252873563,0.98,0.035833333333333335,0.02
resnet50,jpeg_compression,0.25,0.75,notumor,0.9383886255924171,0.99,0.021666666666666667,0.01
resnet50,jpeg_compression,0.25,0.75,pituitary,0.9876543209876543,1.0,0.004166666666666667,0.0
resnet50,jpeg_compression,0.25,1.0,glioma,0.9911764705882353,0.8425,0.0025,0.1575
resnet50,jpeg_compression,0.25,1.0,meningioma,0.9002320185614849,0.97,0.035833333333333335,0.03
resnet50,jpeg_compression,0.25,1.0,notumor,0.9428571428571428,0.99,0.02,0.01
resnet50,jpeg_compression,0.25,1.0,pituitary,0.9779951100244498,1.0,0.0075,0.0
resnet50,beam_hardening,0.0,0.0,glioma,0.9910714285714286,0.8325,0.0025,0.1675
resnet50,beam_hardening,0.0,0.0,meningioma,0.9069767441860465,0.975,0.03333333333333333,0.025
resnet50,beam_hardening,0.0,0.0,notumor,0.927400468384075,0.99,0.025833333333333333,0.01
resnet50,beam_hardening,0.0,0.0,pituitary,0.9803439803439803,0.9975,0.006666666666666667,0.0025
resnet50,beam_hardening,0.0,0.1,glioma,0.9910179640718563,0.8275,0.0025,0.1725
resnet50,beam_hardening,0.0,0.1,meningioma,0.9112149532710281,0.975,0.03166666666666667,0.025
resnet50,beam_hardening,0.0,0.1,notumor,0.9187935034802784,0.99,0.029166666666666667,0.01
resnet50,beam_hardening,0.0,0.1,pituitary,0.9803439803439803,0.9975,0.006666666666666667,0.0025
resnet50,beam_hardening,0.0,0.25,glioma,0.9880239520958084,0.825,0.0033333333333333335,0.175
resnet50,beam_hardening,0.0,0.25,meningioma,0.9105882352941177,0.9675,0.03166666666666667,0.0325
resnet50,beam_hardening,0.0,0.25,notumor,0.9124423963133641,0.99,0.03166666666666667,0.01
resnet50,beam_hardening,0.0,0.25,pituitary,0.9778869778869779,0.995,0.0075,0.005
resnet50,beam_hardening,0.0,0.5,glioma,0.9910179640718563,0.8275,0.0025,0.1725
resnet50,beam_hardening,0.0,0.5,meningioma,0.9234449760765551,0.965,0.02666666666666667,0.035
resnet50,beam_hardening,0.0,0.5,notumor,0.8979591836734694,0.99,0.0375,0.01
resnet50,beam_hardening,0.0,0.5,pituitary,0.9803439803439803,0.9975,0.006666666666666667,0.0025
resnet50,beam_hardening,0.0,0.75,glioma,0.990990990990991,0.825,0.0025,0.175
resnet50,beam_hardening,0.0,0.75,meningioma,0.9302884615384616,0.9675,0.024166666666666666,0.0325
resnet50,beam_hardening,0.0,0.75,notumor,0.8898876404494382,0.99,0.04083333333333333,0.01
resnet50,beam_hardening,0.0,0.75,pituitary,0.9827586206896551,0.9975,0.005833333333333334,0.0025
resnet50,beam_hardening,0.0,1.0,glioma,0.990909090909091,0.8175,0.0025,0.1825
resnet50,beam_hardening,0.0,1.0,meningioma,0.9228915662650602,0.9575,0.02666666666666667,0.0425
resnet50,beam_hardening,0.0,1.0,notumor,0.8918918918918919,0.99,0.04,0.01
resnet50,beam_hardening,0.0,1.0,pituitary,0.9732360097323601,1.0,0.009166666666666667,0.0
resnet50,beam_hardening,0.1,0.0,glioma,0.996996996996997,0.83,0.0008333333333333334,0.17
resnet50,beam_hardening,0.1,0.0,meningioma,0.8822222222222222,0.9925,0.04416666666666667,0.0075
resnet50,beam_hardening,0.1,0.0,notumor,0.9542168674698795,0.99,0.015833333333333335,0.01
resnet50,beam_hardening,0.1,0.0,pituitary,0.9900497512437811,0.995,0.0033333333333333335,0.005
resnet50,beam_hardening,0.1,0.1,glioma,0.9969879518072289,0.8275,0.0008333333333333334,0.1725
resnet50,beam_hardening,0.1,0.1,meningioma,0.8802660753880266,0.9925,0.045,0.0075
resnet50,beam_hardening,0.1,0.1,notumor,0.9542168674698795,0.99,0.015833333333333335,0.01
resnet50,beam_hardening,0.1,0.1,pituitary,0.9900497512437811,0.995,0.0033333333333333335,0.005
resnet50,beam_hardening,0.1,0.25,glioma,0.9940119760479041,0.83,0.0016666666666666668,0.17
resnet50,beam_hardening,0.1,0.25,meningioma,0.88,0.99,0.045,0.01
resnet50,beam_hardening,0.1,0.25,notumor,0.9565217391304348,0.99,0.015,0.01
resnet50,beam_hardening,0.1,0.25,pituitary,0.9900497512437811,0.995,0.0033333333333333335,0.005
resnet50,beam_hardening,0.1,0.5,glioma,0.9969788519637462,0.825,0.0008333333333333334,0.175
resnet50,beam_hardening,0.1,0.5,meningioma,0.8856502242152466,0.9875,0.0425,0.0125
resnet50,beam_hardening,0.1,0.5,notumor,0.9428571428571428,0.99,0.02,0.01
resnet50,beam_hardening,0.1,0.5,pituitary,0.9875930521091811,0.995,0.004166666666666667,0.005
resnet50,beam_hardening,0.1,0.75,glioma,0.9939024390243902,0.815,0.0016666666666666668,0.185
resnet50,beam_hardening,0.1,0.75,meningioma,0.8802660753880266,0.9925,0.045,0.0075
resnet50,beam_hardening,0.1,0.75,notumor,0.9473684210526315,0.99,0.018333333333333333,0.01
resnet50,beam_hardening,0.1,0.75,pituitary,0.9875930521091811,0.995,0.004166666666666667,0.005
resnet50,beam_hardening,0.1,1.0,glioma,0.990909090909091,0.8175,0.0025,0.1825
resnet50,beam_hardening,0.1,1.0,meningioma,0.8736141906873615,0.985,0.0475,0.015
resnet50,beam_hardening,0.1,1.0,notumor,0.9496402877697842,0.99,0.0175,0.01
resnet50,beam_hardening,0.1,1.0,pituitary,0.9900497512437811,0.995,0.0033333333333333335,0.005
resnet50,beam_hardening,0.25,0.0,glioma,0.9910179640718563,0.8275,0.0025,0.1725
resnet50,beam_hardening,0.25,0.0,meningioma,0.8775055679287305,0.985,0.04583333333333333,0.015
resnet50,beam_hardening,0.25,0.0,notumor,0.9399038461538461,0.9775,0.020833333333333332,0.0225
resnet50,beam_hardening,0.25,0.0,pituitary,0.9950124688279302,0.9975,0.0016666666666666668,0.0025
resnet50,beam_hardening,0.25,0.1,glioma,0.9910179640718563,0.8275,0.0025,0.1725
resnet50,beam_hardening,0.25,0.1,meningioma,0.8775055679287305,0.985,0.04583333333333333,0.015
resnet50,beam_hardening,0.25,0.1,notumor,0.9399038461538461,0.9775,0.020833333333333332,0.0225
resnet50,beam_hardening,0.25,0.1,pituitary,0.9950124688279302,0.9975,0.0016666666666666668,0.0025
resnet50,beam_hardening,0.25,0.25,glioma,0.990990990990991,0.825,0.0025,0.175
resnet50,beam_hardening,0.25,0.25,meningioma,0.8772321428571429,0.9825,0.04583333333333333,0.0175
resnet50,beam_hardening,0.25,0.25,notumor,0.9399038461538461,0.9775,0.020833333333333332,0.0225
resnet50,beam_hardening,0.25,0.25,pituitary,0.9900744416873449,0.9975,0.0033333333333333335,0.0025
resnet50,beam_hardening,0.25,0.5,glioma,0.993993993993994,0.8275,0.0016666666666666668,0.1725
resnet50,beam_hardening,0.25,0.5,meningioma,0.8853932584269663,0.985,0.0425,0.015
resnet50,beam_hardening,0.25,0.5,notumor,0.930952380952381,0.9775,0.024166666666666666,0.0225
resnet50,beam_hardening,0.25,0.5,pituitary,0.9925373134328358,0.9975,0.0025,0.0025
resnet50,beam_hardening,0.25,0.75,glioma,0.9908814589665653,0.815,0.0025,0.185
resnet50,beam_hardening,0.25,0.75,meningioma,0.8797327394209354,0.9875,0.045,0.0125
resnet50,beam_hardening,0.25,0.75,notumor,0.9287410926365796,0.9775,0.025,0.0225
resnet50,beam_hardening,0.25,0.75,pituitary,0.9950124688279302,0.9975,0.0016666666666666668,0.0025
resnet50,beam_hardening,0.25,1.0,glioma,0.987987987987988,0.8225,0.0033333333333333335,0.1775
resnet50,beam_hardening,0.25,1.0,meningioma,0.8814317673378076,0.985,0.04416666666666667,0.015
resnet50,beam_hardening,0.25,1.0,notumor,0.930952380952381,0.9775,0.024166666666666666,0.0225
resnet50,beam_hardening,0.25,1.0,pituitary,0.995,0.995,0.0016666666666666668,0.005
resnet50,gaussian_noise,0.0,0.0,glioma,0.9883381924198251,0.8475,0.0033333333333333335,0.1525
resnet50,gaussian_noise,0.0,0.0,meningioma,0.9013761467889908,0.9825,0.035833333333333335,0.0175
resnet50,gaussian_noise,0.0,0.0,notumor,0.9564164648910412,0.9875,0.015,0.0125
resnet50,gaussian_noise,0.0,0.0,pituitary,0.9754901960784313,0.995,0.008333333333333333,0.005
resnet50,gaussian_noise,0.0,0.1,glioma,0.9869281045751634,0.755,0.0033333333333333335,0.245
resnet50,gaussian_noise,0.0,0.1,meningioma,0.905940594059406,0.915,0.03166666666666667,0.085
resnet50,gaussian_noise,0.0,0.1,notumor,0.7625482625482626,0.9875,0.1025,0.0125
resnet50,gaussian_noise,0.0,0.1,pituitary,0.9731182795698925,0.905,0.008333333333333333,0.095
resnet50,gaussian_noise,0.0,0.25,glioma,0.9846153846153847,0.64,0.0033333333333333335,0.36
resnet50,gaussian_noise,0.0,0.25,meningioma,0.8951841359773371,0.79,0.030833333333333334,0.21
resnet50,gaussian_noise,0.0,0.25,notumor,0.5856929955290611,0.9825,0.23166666666666666,0.0175
resnet50,gaussian_noise,0.0,0.25,pituitary,0.9746835443037974,0.77,0.006666666666666667,0.23
resnet50,gaussian_noise,0.0,0.5,glioma,0.989010989010989,0.45,0.0016666666666666668,0.55
resnet50,gaussian_noise,0.0,0.5,meningioma,0.8838951310861424,0.59,0.025833333333333333,0.41
resnet50,gaussian_noise,0.0,0.5,notumor,0.4194236926360726,0.9825,0.4533333333333333,0.0175
resnet50,gaussian_noise,0.0,0.5,pituitary,0.9672897196261683,0.5175,0.005833333333333334,0.4825
resnet50,gaussian_noise,0.0,0.75,glioma,0.9428571428571428,0.2475,0.005,0.7525
resnet50,gaussian_noise,0.0,0.75,meningioma,0.827027027027027,0.3825,0.02666666666666667,0.6175
resnet50,gaussian_noise,0.0,0.75,notumor,0.3280467445742905,0.9825,0.6708333333333333,0.0175
resnet50,gaussian_noise,0.0,0.75,pituitary,0.9642857142857143,0.27,0.0033333333333333335,0.73
resnet50,gaussian_noise,0.0,1.0,glioma,0.6923076923076923,0.045,0.006666666666666667,0.955
resnet50,gaussian_noise,0.0,1.0,meningioma,0.7446808510638298,0.175,0.02,0.825
resnet50,gaussian_noise,0.0,1.0,notumor,0.2648648648648649,0.98,0.9066666666666666,0.02
resnet50,gaussian_noise,0.0,1.0,pituitary,0.0,0.0,0.0,1.0
resnet50,gaussian_noise,0.1,0.0,glioma,0.9940298507462687,0.8325,0.0016666666666666668,0.1675
resnet50,gaussian_noise,0.1,0.0,meningioma,0.9107551487414187,0.995,0.0325,0.005
resnet50,gaussian_noise,0.1,0.0,notumor,0.9302325581395349,1.0,0.025,0.0
resnet50,gaussian_noise,0.1,0.0,pituitary,0.9974874371859297,0.9925,0.0008333333333333334,0.0075
resnet50,gaussian_noise,0.1,0.1,glioma,0.993993993993994,0.8275,0.0016666666666666668,0.1725
resnet50,gaussian_noise,0.1,0.1,meningioma,0.9004524886877828,0.995,0.03666666666666667,0.005
resnet50,gaussian_noise,0.1,0.1,notumor,0.936768149882904,1.0,0.0225,0.0
resnet50,gaussian_noise,0.1,0.1,pituitary,0.9974874371859297,0.9925,0.0008333333333333334,0.0075
resnet50,gaussian_noise,0.1,0.25,glioma,0.9940298507462687,0.8325,0.0016666666666666668,0.1675
resnet50,gaussian_noise,0.1,0.25,meningioma,0.9004524886877828,0.995,0.03666666666666667,0.005
resnet50,gaussian_noise,0.1,0.25,notumor,0.9389671361502347,1.0,0.021666666666666667,0.0
resnet50,gaussian_noise,0.1,0.25,pituitary,0.9949622166246851,0.9875,0.0016666666666666668,0.0125
resnet50,gaussian_noise,0.1,0.5,glioma,0.993993993993994,0.8275,0.0016666666666666668,0.1725
resnet50,gaussian_noise,0.1,0.5,meningioma,0.8981900452488688,0.9925,0.0375,0.0075
resnet50,gaussian_noise,0.1,0.5,notumor,0.936768149882904,1.0,0.0225,0.0
resnet50,gaussian_noise,0.1,0.5,pituitary,0.992462311557789,0.9875,0.0025,0.0125
resnet50,gaussian_noise,0.1,0.75,glioma,0.9909365558912386,0.82,0.0025,0.18
resnet50,gaussian_noise,0.1,0.75,meningioma,0.8893905191873589,0.985,0.04083333333333333,0.015
resnet50,gaussian_noise,0.1,0.75,notumor,0.9456264775413712,1.0,0.019166666666666665,0.0
resnet50,gaussian_noise,0.1,0.75,pituitary,0.9875930521091811,0.995,0.004166666666666667,0.005
resnet50,gaussian_noise,0.1,1.0,glioma,0.9851190476190477,0.8275,0.004166666666666667,0.1725
resnet50,gaussian_noise,0.1,1.0,meningioma,0.8894009216589862,0.965,0.04,0.035
resnet50,gaussian_noise,0.1,1.0,notumor,0.9454976303317536,0.9975,0.019166666666666665,0.0025
resnet50,gaussian_noise,0.1,1.0,pituitary,0.9754901960784313,0.995,0.008333333333333333,0.005
resnet50,gaussian_noise,0.25,0.0,glioma,0.9907692307692307,0.805,0.0025,0.195
resnet50,gaussian_noise,0.25,0.0,meningioma,0.8608695652173913,0.99,0.05333333333333334,0.01
resnet50,gaussian_noise,0.25,0.0,notumor,0.9567307692307693,0.995,0.015,0.005
resnet50,gaussian_noise,0.25,0.0,pituitary,0.9949874686716792,0.9925,0.0016666666666666668,0.0075
resnet50,gaussian_noise,0.25,0.1,glioma,0.9938837920489296,0.8125,0.0016666666666666668,0.1875
resnet50,gaussian_noise,0.25,0.1,meningioma,0.868421052631579,0.99,0.05,0.01
resnet50,gaussian_noise,0.25,0.1,notumor,0.9567307692307693,0.995,0.015,0.005
resnet50,gaussian_noise,0.25,0.1,pituitary,0.9950124688279302,0.9975,0.0016666666666666668,0.0025
resnet50,gaussian_noise,0.25,0.25,glioma,0.9938271604938271,0.805,0.0016666666666666668,0.195
resnet50,gaussian_noise,0.25,0.25,meningioma,0.8678414096916299,0.985,0.05,0.015
resnet50,gaussian_noise,0.25,0.25,notumor,0.9498806682577565,0.995,0.0175,0.005
resnet50,gaussian_noise,0.25,0.25,pituitary,0.9900744416873449,0.9975,0.0033333333333333335,0.0025
resnet50,gaussian_noise,0.25,0.5,glioma,0.9938461538461538,0.8075,0.0016666666666666668,0.1925
resnet50,gaussian_noise,0.25,0.5,meningioma,0.8834080717488789,0.985,0.043333333333333335,0.015
resnet50,gaussian_noise,0.25,0.5,notumor,0.943127962085308,0.995,0.02,0.005
resnet50,gaussian_noise,0.25,0.5,pituitary,0.9803439803439803,0.9975,0.006666666666666667,0.0025
resnet50,gaussian_noise,0.25,0.75,glioma,0.9876543209876543,0.8,0.0033333333333333335,0.2
resnet50,gaussian_noise,0.25,0.75,meningioma,0.8696629213483146,0.9675,0.04833333333333333,0.0325
resnet50,gaussian_noise,0.25,0.75,notumor,0.9385342789598109,0.9925,0.021666666666666667,0.0075
resnet50,gaussian_noise,0.25,0.75,pituitary,0.9754901960784313,0.995,0.008333333333333333,0.005
resnet50,gaussian_noise,0.25,1.0,glioma,0.9848024316109423,0.81,0.004166666666666667,0.19
resnet50,gaussian_noise,0.25,1.0,meningioma,0.8822170900692841,0.955,0.0425,0.045
resnet50,gaussian_noise,0.25,1.0,notumor,0.9342723004694836,0.995,0.023333333333333334,0.005
resnet50,gaussian_noise,0.25,1.0,pituitary,0.9660194174757282,0.995,0.011666666666666667,0.005
resnet50,gibbs_ringing,0.0,0.0,glioma,0.9911242603550295,0.8375,0.0025,0.1625
resnet50,gibbs_ringing,0.0,0.0,meningioma,0.91415313225058,0.985,0.030833333333333334,0.015
resnet50,gibbs_ringing,0.0,0.0,notumor,0.9345794392523364,1.0,0.023333333333333334,0.0
resnet50,gibbs_ringing,0.0,0.0,pituitary,0.9900744416873449,0.9975,0.0033333333333333335,0.0025
resnet50,gibbs_ringing,0.0,0.1,glioma,0.9911242603550295,0.8375,0.0025,0.1625
resnet50,gibbs_ringing,0.0,0.1,meningioma,0.91415313225058,0.985,0.030833333333333334,0.015
resnet50,gibbs_ringing,0.0,0.1,notumor,0.9345794392523364,1.0,0.023333333333333334,0.0
resnet50,gibbs_ringing,0.0,0.1,pituitary,0.9900744416873449,0.9975,0.0033333333333333335,0.0025
resnet50,gibbs_ringing,0.0,0.25,glioma,0.9911504424778761,0.84,0.0025,0.16
resnet50,gibbs_ringing,0.0,0.25,meningioma,0.9162790697674419,0.985,0.03,0.015
resnet50,gibbs_ringing,0.0,0.25,notumor,0.9345794392523364,1.0,0.023333333333333334,0.0
resnet50,gibbs_ringing,0.0,0.25,pituitary,0.9900744416873449,0.9975,0.0033333333333333335,0.0025
resnet50,gibbs_ringing,0.0,0.5,glioma,0.9911504424778761,0.84,0.0025,0.16
resnet50,gibbs_ringing,0.0,0.5,meningioma,0.91415313225058,0.985,0.030833333333333334,0.015
resnet50,gibbs_ringing,0.0,0.5,notumor,0.936768149882904,1.0,0.0225,0.0
resnet50,gibbs_ringing,0.0,0.5,pituitary,0.9900744416873449,0.9975,0.0033333333333333335,0.0025
resnet50,gibbs_ringing,0.0,0.75,glioma,0.9911504424778761,0.84,0.0025,0.16
resnet50,gibbs_ringing,0.0,0.75,meningioma,0.913953488372093,0.9825,0.030833333333333334,0.0175
resnet50,gibbs_ringing,0.0,0.75,notumor,0.936768149882904,1.0,0.0225,0.0
resnet50,gibbs_ringing,0.0,0.75,pituitary,0.9876237623762376,0.9975,0.004166666666666667,0.0025
resnet50,gibbs_ringing,0.0,1.0,glioma,0.9911504424778761,0.84,0.0025,0.16
resnet50,gibbs_ringing,0.0,1.0,meningioma,0.9118329466357309,0.9825,0.03166666666666667,0.0175
resnet50,gibbs_ringing,0.0,1.0,notumor,0.9389671361502347,1.0,0.021666666666666667,0.0
resnet50,gibbs_ringing,0.0,1.0,pituitary,0.9876237623762376,0.9975,0.004166666666666667,0.0025
resnet50,gibbs_ringing,0.1,0.0,glioma,0.9939577039274925,0.8225,0.0016666666666666668,0.1775
resnet50,gibbs_ringing,0.1,0.0,meningioma,0.8929384965831435,0.98,0.03916666666666667,0.02
resnet50,gibbs_ringing,0.1,0.0,notumor,0.9361702127659575,0.99,0.0225,0.01
resnet50,gibbs_ringing,0.1,0.0,pituitary,0.9778869778869779,0.995,0.0075,0.005
resnet50,gibbs_ringing,0.1,0.1,glioma,0.9939577039274925,0.8225,0.0016666666666666668,0.1775
resnet50,gibbs_ringing,0.1,0.1,meningioma,0.8929384965831435,0.98,0.03916666666666667,0.02
resnet50,gibbs_ringing,0.1,0.1,notumor,0.9361702127659575,0.99,0.0225,0.01
resnet50,gibbs_ringing,0.1,0.1,pituitary,0.9778869778869779,0.995,0.0075,0.005
resnet50,gibbs_ringing,0.1,0.25,glioma,0.9939577039274925,0.8225,0.0016666666666666668,0.1775
resnet50,gibbs_ringing,0.1,0.25,meningioma,0.8952164009111617,0.9825,0.03833333333333333,0.0175
resnet50,gibbs_ringing,0.1,0.25,notumor,0.9361702127659575,0.99,0.0225,0.01
resnet50,gibbs_ringing,0.1,0.25,pituitary,0.9778869778869779,0.995,0.0075,0.005
resnet50,gibbs_ringing,0.1,0.5,glioma,0.9939577039274925,0.8225,0.0016666666666666668,0.1775
resnet50,gibbs_ringing,0.1,0.5,meningioma,0.8952164009111617,0.9825,0.03833333333333333,0.0175
resnet50,gibbs_ringing,0.1,0.5,notumor,0.9361702127659575,0.99,0.0225,0.01
resnet50,gibbs_ringing,0.1,0.5,pituitary,0.9778869778869779,0.995,0.0075,0.005
resnet50,gibbs_ringing,0.1,0.75,glioma,0.9939577039274925,0.8225,0.0016666666666666668,0.1775
resnet50,gibbs_ringing,0.1,0.75,meningioma,0.8934240362811792,0.985,0.03916666666666667,0.015
resnet50,gibbs_ringing,0.1,0.75,notumor,0.9406175771971497,0.99,0.020833333333333332,0.01
resnet50,gibbs_ringing,0.1,0.75,pituitary,0.9778869778869779,0.995,0.0075,0.005
resnet50,gibbs_ringing,0.1,1.0,glioma,0.9939577039274925,0.8225,0.0016666666666666668,0.1775
resnet50,gibbs_ringing,0.1,1.0,meningioma,0.8914027149321267,0.985,0.04,0.015
resnet50,gibbs_ringing,0.1,1.0,notumor,0.9406175771971497,0.99,0.020833333333333332,0.01
resnet50,gibbs_ringing,0.1,1.0,pituitary,0.9802955665024631,0.995,0.006666666666666667,0.005
resnet50,gibbs_ringing,0.25,0.0,glioma,0.9968847352024922,0.8,0.0008333333333333334,0.2
resnet50,gibbs_ringing,0.25,0.0,meningioma,0.8918918918918919,0.99,0.04,0.01
resnet50,gibbs_ringing,0.25,0.0,notumor,0.9193548387096774,0.9975,0.029166666666666667,0.0025
resnet50,gibbs_ringing,0.25,0.0,pituitary,0.9950124688279302,0.9975,0.0016666666666666668,0.0025
resnet50,gibbs_ringing,0.25,0.1,glioma,0.9968847352024922,0.8,0.0008333333333333334,0.2
resnet50,gibbs_ringing,0.25,0.1,meningioma,0.8918918918918919,0.99,0.04,0.01
resnet50,gibbs_ringing,0.25,0.1,notumor,0.9193548387096774,0.9975,0.029166666666666667,0.0025
resnet50,gibbs_ringing,0.25,0.1,pituitary,0.9950124688279302,0.9975,0.0016666666666666668,0.0025
resnet50,gibbs_ringing,0.25,0.25,glioma,0.9968847352024922,0.8,0.0008333333333333334,0.2
resnet50,gibbs_ringing,0.25,0.25,meningioma,0.8918918918918919,0.99,0.04,0.01
resnet50,gibbs_ringing,0.25,0.25,notumor,0.9193548387096774,0.9975,0.029166666666666667,0.0025
